Order ID,Order Date,Customer ID,City,Product,Category,Quantity,Price,Revenue,Month
28,2023-01-28,1457,Delhi,Laptop,Accessories,4.0,3975.0,15900,1
29,2023-01-29,1568,Bangalore,Mobile,Electronics,2.0,1694.0,3388,1
30,2023-01-30,1061,Chennai,Laptop,Electronics,1.0,2491.0,2491,1
31,2023-01-31,1788,Chennai,Tablet,Accessories,2.0,3990.0,7980,1
32,2023-02-01,1968,Mumbai,Smartwatch,Gadgets,7.0,1779.0,12453,2
33,2023-02-02,1529,Delhi,Mobile,Electronics,2.0,503.0,1006,2
34,2023-02-03,1225,Delhi,Headphones,Electronics,4.0,2312.0,9248,2
35,2023-02-04,1349,Chennai,Laptop,Accessories,8.0,2166.0,17328,2
36,2023-02-05,1546,Mumbai,Tablet,Gadgets,9.0,404.0,3636,2
37,2023-02-06,1456,Chennai,Headphones,Gadgets,3.0,3826.0,11478,2
38,2023-02-07,1290,Hyderabad,Mobile,Electronics,9.0,1841.0,16569,2
39,2023-02-08,1525,Delhi,Tablet,Electronics,9.0,2655.0,23895,2
40,2023-02-09,1912,Delhi,Tablet,Accessories,9.0,4838.0,43542,2
41,2023-02-10,1894,Delhi,Laptop,Gadgets,1.0,3243.0,3243,2
42,2023-02-11,1196,Hyderabad,Smartwatch,Gadgets,5.0,4057.0,20285,2
43,2023-02-12,1827,Bangalore,Smartwatch,Electronics,1.0,4341.0,4341,2
44,2023-02-13,1805,Chennai,Smartwatch,Electronics,3.0,462.0,1386,2
45,2023-02-14,1827,Mumbai,Mobile,Gadgets,6.0,981.0,5886,2
46,2023-02-15,1516,Chennai,Laptop,Accessories,5.0,799.0,3995,2
47,2023-02-16,1472,Mumbai,Smartwatch,Accessories,7.0,2244.0,15708,2
48,2023-02-17,1680,Bangalore,Smartwatch,Electronics,8.0,515.0,4120,2
49,2023-02-18,1271,Mumbai,Tablet,Gadgets,3.0,2100.0,6300,2
50,2023-02-19,1657,Chennai,Headphones,Accessories,3.0,634.0,1902,2
51,2023-02-20,1473,Bangalore,Laptop,Accessories,3.0,1926.0,5778,2
52,2023-02-21,1406,Delhi,Laptop,Gadgets,5.0,3047.0,15235,2
53,2023-02-22,1071,Hyderabad,Laptop,Electronics,7.0,305.0,2135,2
54,2023-02-23,1814,Delhi,Mobile,Accessories,5.0,2778.0,13890,2
55,2023-02-24,1966,Bangalore,Tablet,Gadgets,6.0,2650.0,15900,2
56,2023-02-25,1446,Bangalore,Laptop,Electronics,9.0,2693.0,24237,2
57,2023-02-26,1184,Chennai,Smartwatch,Accessories,5.0,1834.0,9170,2
58,2023-02-27,1310,Delhi,Tablet,Electronics,6.0,897.0,5382,2
59,2023-02-28,1124,Bangalore,Laptop,Gadgets,2.0,3337.0,6674,2
60,2023-03-01,1040,Mumbai,Mobile,Electronics,8.0,4992.0,39936,3
61,2023-03-02,1928,Chennai,Smartwatch,Gadgets,8.0,3040.0,24320,3
62,2023-03-03,1410,Mumbai,Headphones,Electronics,3.0,3702.0,11106,3
63,2023-03-04,1589,Bangalore,Smartwatch,Gadgets,9.0,4818.0,43362,3
64,2023-03-05,1557,Mumbai,Headphones,Electronics,1.0,4900.0,4900,3
65,2023-03-06,1087,Bangalore,Tablet,Gadgets,4.0,1743.0,6972,3
66,2023-03-07,1027,Hyderabad,Tablet,Electronics,5.0,2122.0,10610,3
67,2023-03-08,1882,Delhi,Smartwatch,Accessories,1.0,4357.0,4357,3
68,2023-03-09,1701,Mumbai,Laptop,Accessories,9.0,4984.0,44856,3
69,2023-03-10,1385,Hyderabad,Headphones,Gadgets,9.0,1363.0,12267,3
70,2023-03-11,1749,Chennai,Laptop,Electronics,1.0,120.0,120,3
71,2023-03-12,1143,Chennai,Smartwatch,Accessories,4.0,2352.0,9408,3
72,2023-03-13,1712,Delhi,Headphones,Electronics,4.0,912.0,3648,3
73,2023-03-14,1609,Hyderabad,Smartwatch,Electronics,8.0,1752.0,14016,3
74,2023-03-15,1464,Hyderabad,Mobile,Electronics,1.0,1866.0,1866,3
75,2023-03-16,1742,Hyderabad,Smartwatch,Accessories,7.0,119.0,833,3
76,2023-03-17,1751,Chennai,Laptop,Gadgets,4.0,1333.0,5332,3
77,2023-03-18,1900,Bangalore,Tablet,Electronics,6.0,4734.0,28404,3
78,2023-03-19,1559,Hyderabad,Tablet,Gadgets,7.0,2296.0,16072,3
79,2023-03-20,1181,Mumbai,Headphones,Electronics,8.0,3653.0,29224,3
80,2023-03-21,1610,Bangalore,Headphones,Gadgets,8.0,4532.0,36256,3
81,2023-03-22,1725,Delhi,Mobile,Gadgets,7.0,2914.0,20398,3
82,2023-03-23,1425,Chennai,Tablet,Accessories,3.0,3599.0,10797,3
83,2023-03-24,1443,Chennai,Smartwatch,Electronics,8.0,3393.0,27144,3
84,2023-03-25,1985,Chennai,Headphones,Gadgets,6.0,2304.0,13824,3
85,2023-03-26,1986,Hyderabad,Smartwatch,Electronics,4.0,2450.0,9800,3
86,2023-03-27,1094,Mumbai,Mobile,Gadgets,7.0,2116.0,14812,3
87,2023-03-28,1508,Delhi,Headphones,Electronics,7.0,732.0,5124,3
88,2023-03-29,1612,Chennai,Laptop,Electronics,7.0,4032.0,28224,3
89,2023-03-30,1037,Delhi,Smartwatch,Accessories,4.0,2554.0,10216,3
90,2023-03-31,1566,Mumbai,Tablet,Electronics,3.0,1784.0,5352,3
91,2023-04-01,1165,Mumbai,Headphones,Accessories,7.0,1797.0,12579,4
92,2023-04-02,1994,Hyderabad,Mobile,Electronics,7.0,3320.0,23240,4
93,2023-04-03,1536,Hyderabad,Mobile,Electronics,9.0,4294.0,38646,4
94,2023-04-04,1673,Chennai,Tablet,Accessories,9.0,2170.0,19530,4
95,2023-04-05,1772,Mumbai,Laptop,Accessories,6.0,4237.0,25422,4
96,2023-04-06,1040,Delhi,Tablet,Gadgets,2.0,2812.0,5624,4
97,2023-04-07,1069,Bangalore,Mobile,Accessories,1.0,2754.0,2754,4
98,2023-04-08,1789,Mumbai,Laptop,Electronics,6.0,2210.0,13260,4
99,2023-04-09,1417,Mumbai,Laptop,Accessories,8.0,2477.0,19816,4
100,2023-04-10,1073,Delhi,Smartwatch,Electronics,2.0,2077.0,4154,4
101,2023-04-11,1848,Mumbai,Smartwatch,Electronics,3.0,483.0,1449,4
102,2023-04-12,1622,Chennai,Laptop,Accessories,4.0,4437.0,17748,4
103,2023-04-13,1957,Mumbai,Laptop,Accessories,4.0,1576.0,6304,4
104,2023-04-14,1051,Hyderabad,Tablet,Gadgets,9.0,1739.0,15651,4
105,2023-04-15,1835,Bangalore,Laptop,Accessories,1.0,2202.0,2202,4
106,2023-04-16,1546,Bangalore,Smartwatch,Gadgets,7.0,2119.0,14833,4
107,2023-04-17,1806,Delhi,Mobile,Accessories,4.0,3504.0,14016,4
108,2023-04-18,1532,Mumbai,Tablet,Accessories,8.0,2015.0,16120,4
109,2023-04-19,1275,Mumbai,Mobile,Electronics,9.0,3870.0,34830,4
110,2023-04-20,1710,Hyderabad,Smartwatch,Electronics,9.0,2532.0,22788,4
111,2023-04-21,1884,Chennai,Headphones,Gadgets,5.0,2697.0,13485,4
112,2023-04-22,1597,Delhi,Mobile,Electronics,9.0,909.0,8181,4
113,2023-04-23,1179,Bangalore,Mobile,Electronics,9.0,1112.0,10008,4
114,2023-04-24,1711,Hyderabad,Tablet,Gadgets,1.0,4863.0,4863,4
115,2023-04-25,1123,Delhi,Tablet,Accessories,8.0,4807.0,38456,4
116,2023-04-26,1273,Delhi,Laptop,Gadgets,3.0,616.0,1848,4
117,2023-04-27,1318,Mumbai,Tablet,Electronics,8.0,2014.0,16112,4
118,2023-04-28,1133,Bangalore,Mobile,Accessories,5.0,2750.0,13750,4
119,2023-04-29,1426,Delhi,Smartwatch,Electronics,4.0,3341.0,13364,4
120,2023-04-30,1127,Chennai,Mobile,Accessories,4.0,3463.0,13852,4
121,2023-05-01,1854,Delhi,Tablet,Accessories,2.0,4010.0,8020,5
122,2023-05-02,1222,Bangalore,Headphones,Gadgets,7.0,1020.0,7140,5
123,2023-05-03,1268,Chennai,Mobile,Electronics,9.0,4754.0,42786,5
124,2023-05-04,1456,Hyderabad,Headphones,Gadgets,5.0,564.0,2820,5
125,2023-05-05,1258,Bangalore,Mobile,Gadgets,8.0,3882.0,31056,5
126,2023-05-06,1750,Bangalore,Laptop,Gadgets,2.0,3366.0,6732,5
127,2023-05-07,1887,Mumbai,Mobile,Accessories,3.0,1226.0,3678,5
128,2023-05-08,1070,Bangalore,Tablet,Gadgets,6.0,806.0,4836,5
129,2023-05-09,1822,Bangalore,Tablet,Gadgets,1.0,3653.0,3653,5
130,2023-05-10,1039,Chennai,Laptop,Accessories,5.0,4985.0,24925,5
131,2023-05-11,1215,Chennai,Laptop,Accessories,5.0,369.0,1845,5
132,2023-05-12,1847,Chennai,Mobile,Accessories,6.0,3824.0,22944,5
133,2023-05-13,1371,Mumbai,Headphones,Electronics,2.0,3169.0,6338,5
134,2023-05-14,1228,Delhi,Smartwatch,Electronics,7.0,1435.0,10045,5
135,2023-05-15,1503,Delhi,Headphones,Electronics,5.0,3877.0,19385,5
136,2023-05-16,1381,Mumbai,Smartwatch,Accessories,1.0,1382.0,1382,5
137,2023-05-17,1828,Bangalore,Smartwatch,Accessories,6.0,4173.0,25038,5
138,2023-05-18,1263,Delhi,Smartwatch,Accessories,7.0,1141.0,7987,5
139,2023-05-19,1456,Delhi,Mobile,Accessories,4.0,1271.0,5084,5
140,2023-05-20,1457,Chennai,Laptop,Electronics,1.0,1181.0,1181,5
141,2023-05-21,1144,Hyderabad,Laptop,Electronics,3.0,2349.0,7047,5
142,2023-05-22,1274,Bangalore,Laptop,Accessories,1.0,3224.0,3224,5
143,2023-05-23,1181,Mumbai,Smartwatch,Accessories,8.0,2603.0,20824,5
144,2023-05-24,1978,Chennai,Laptop,Accessories,9.0,1604.0,14436,5
145,2023-05-25,1764,Mumbai,Mobile,Accessories,3.0,1006.0,3018,5
146,2023-05-26,1970,Delhi,Tablet,Electronics,2.0,2208.0,4416,5
147,2023-05-27,1290,Hyderabad,Laptop,Gadgets,2.0,285.0,570,5
148,2023-05-28,1483,Hyderabad,Laptop,Gadgets,3.0,3101.0,9303,5
149,2023-05-29,1960,Hyderabad,Laptop,Gadgets,7.0,3929.0,27503,5
150,2023-05-30,1069,Bangalore,Mobile,Electronics,6.0,2641.0,15846,5
151,2023-05-31,1005,Bangalore,Mobile,Electronics,7.0,2229.0,15603,5
152,2023-06-01,1969,Bangalore,Laptop,Accessories,5.0,358.0,1790,6
153,2023-06-02,1514,Chennai,Laptop,Gadgets,4.0,3944.0,15776,6
154,2023-06-03,1219,Delhi,Tablet,Accessories,1.0,4167.0,4167,6
155,2023-06-04,1687,Hyderabad,Laptop,Gadgets,7.0,2022.0,14154,6
156,2023-06-05,1177,Hyderabad,Laptop,Accessories,2.0,554.0,1108,6
157,2023-06-06,1168,Delhi,Laptop,Gadgets,8.0,3086.0,24688,6
158,2023-06-07,1950,Hyderabad,Smartwatch,Electronics,5.0,623.0,3115,6
159,2023-06-08,1247,Hyderabad,Tablet,Accessories,9.0,2541.0,22869,6
160,2023-06-09,1687,Mumbai,Tablet,Electronics,6.0,3154.0,18924,6
161,2023-06-10,1476,Mumbai,Smartwatch,Electronics,5.0,4565.0,22825,6
162,2023-06-11,1995,Mumbai,Laptop,Accessories,8.0,427.0,3416,6
163,2023-06-12,1802,Mumbai,Tablet,Accessories,4.0,3762.0,15048,6
164,2023-06-13,1453,Chennai,Headphones,Accessories,6.0,2041.0,12246,6
165,2023-06-14,1032,Hyderabad,Smartwatch,Electronics,1.0,2570.0,2570,6
166,2023-06-15,1567,Hyderabad,Smartwatch,Gadgets,8.0,1758.0,14064,6
167,2023-06-16,1028,Bangalore,Laptop,Accessories,4.0,4108.0,16432,6
168,2023-06-17,1709,Delhi,Smartwatch,Electronics,8.0,3808.0,30464,6
169,2023-06-18,1363,Delhi,Tablet,Gadgets,1.0,4262.0,4262,6
170,2023-06-19,1684,Bangalore,Tablet,Electronics,2.0,4378.0,8756,6
171,2023-06-20,1170,Chennai,Tablet,Electronics,7.0,3083.0,21581,6
172,2023-06-21,1300,Hyderabad,Smartwatch,Electronics,5.0,1055.0,5275,6
173,2023-06-22,1339,Chennai,Tablet,Gadgets,2.0,888.0,1776,6
174,2023-06-23,1764,Hyderabad,Tablet,Accessories,1.0,4276.0,4276,6
175,2023-06-24,1251,Mumbai,Headphones,Electronics,8.0,2506.0,20048,6
176,2023-06-25,1069,Hyderabad,Smartwatch,Accessories,5.0,3821.0,19105,6
177,2023-06-26,1857,Delhi,Laptop,Accessories,8.0,1327.0,10616,6
178,2023-06-27,1605,Chennai,Headphones,Gadgets,8.0,3263.0,26104,6
179,2023-06-28,1607,Chennai,Headphones,Accessories,2.0,2618.0,5236,6
180,2023-06-29,1424,Bangalore,Tablet,Accessories,4.0,1251.0,5004,6
181,2023-06-30,1459,Delhi,Mobile,Accessories,2.0,1578.0,3156,6
182,2023-07-01,1221,Delhi,Headphones,Electronics,4.0,1811.0,7244,7
183,2023-07-02,1621,Hyderabad,Tablet,Electronics,4.0,3180.0,12720,7
184,2023-07-03,1101,Hyderabad,Mobile,Accessories,9.0,108.0,972,7
185,2023-07-04,1339,Hyderabad,Headphones,Gadgets,5.0,4535.0,22675,7
186,2023-07-05,1492,Hyderabad,Smartwatch,Electronics,2.0,957.0,1914,7
187,2023-07-06,1364,Mumbai,Mobile,Accessories,8.0,758.0,6064,7
188,2023-07-07,1117,Delhi,Headphones,Electronics,8.0,1188.0,9504,7
189,2023-07-08,1376,Chennai,Laptop,Electronics,8.0,4527.0,36216,7
190,2023-07-09,1422,Delhi,Mobile,Electronics,3.0,1215.0,3645,7
191,2023-07-10,1320,Chennai,Mobile,Accessories,2.0,4606.0,9212,7
192,2023-07-11,1325,Delhi,Mobile,Accessories,6.0,3013.0,18078,7
193,2023-07-12,1037,Delhi,Mobile,Accessories,3.0,3187.0,9561,7
194,2023-07-13,1703,Mumbai,Tablet,Accessories,7.0,4196.0,29372,7
195,2023-07-14,1406,Hyderabad,Tablet,Electronics,4.0,2529.0,10116,7
196,2023-07-15,1968,Chennai,Headphones,Accessories,4.0,1860.0,7440,7
197,2023-07-16,1298,Mumbai,Headphones,Accessories,2.0,4628.0,9256,7
198,2023-07-17,1962,Bangalore,Headphones,Electronics,2.0,3915.0,7830,7
199,2023-07-18,1794,Mumbai,Mobile,Gadgets,4.0,411.0,1644,7
200,2023-07-19,1338,Mumbai,Smartwatch,Gadgets,4.0,302.0,1208,7
201,2023-07-20,1898,Delhi,Laptop,Gadgets,8.0,3924.0,31392,7
202,2023-07-21,1483,Hyderabad,Mobile,Accessories,1.0,4642.0,4642,7
203,2023-07-22,1526,Chennai,Mobile,Accessories,2.0,1002.0,2004,7
204,2023-07-23,1993,Mumbai,Laptop,Electronics,2.0,3896.0,7792,7
205,2023-07-24,1753,Chennai,Smartwatch,Accessories,1.0,3888.0,3888,7
206,2023-07-25,1935,Bangalore,Smartwatch,Gadgets,2.0,2357.0,4714,7
207,2023-07-26,1842,Mumbai,Tablet,Gadgets,6.0,2878.0,17268,7
208,2023-07-27,1376,Hyderabad,Mobile,Gadgets,6.0,2404.0,14424,7
209,2023-07-28,1375,Mumbai,Headphones,Electronics,9.0,3862.0,34758,7
210,2023-07-29,1616,Chennai,Mobile,Accessories,7.0,3822.0,26754,7
211,2023-07-30,1865,Chennai,Tablet,Gadgets,1.0,1397.0,1397,7
212,2023-07-31,1643,Bangalore,Mobile,Accessories,8.0,1638.0,13104,7
213,2023-08-01,1503,Bangalore,Tablet,Accessories,1.0,1786.0,1786,8
214,2023-08-02,1574,Hyderabad,Laptop,Gadgets,6.0,1190.0,7140,8
215,2023-08-03,1231,Bangalore,Laptop,Electronics,8.0,904.0,7232,8
216,2023-08-04,1877,Bangalore,Headphones,Accessories,3.0,1615.0,4845,8
217,2023-08-05,1963,Chennai,Tablet,Gadgets,8.0,2002.0,16016,8
218,2023-08-06,1099,Chennai,Tablet,Electronics,4.0,753.0,3012,8
219,2023-08-07,1315,Mumbai,Mobile,Accessories,7.0,434.0,3038,8
220,2023-08-08,1517,Bangalore,Headphones,Accessories,5.0,4314.0,21570,8
221,2023-08-09,1408,Bangalore,Smartwatch,Accessories,9.0,2453.0,22077,8
222,2023-08-10,1269,Mumbai,Tablet,Gadgets,7.0,1922.0,13454,8
223,2023-08-11,1866,Hyderabad,Tablet,Electronics,2.0,4380.0,8760,8
224,2023-08-12,1034,Chennai,Headphones,Gadgets,5.0,2555.0,12775,8
225,2023-08-13,1057,Hyderabad,Tablet,Accessories,6.0,3440.0,20640,8
226,2023-08-14,1822,Hyderabad,Laptop,Accessories,3.0,1099.0,3297,8
227,2023-08-15,1564,Mumbai,Smartwatch,Electronics,9.0,164.0,1476,8
228,2023-08-16,1358,Delhi,Headphones,Electronics,2.0,1457.0,2914,8
229,2023-08-17,1940,Mumbai,Tablet,Electronics,9.0,4664.0,41976,8
230,2023-08-18,1667,Delhi,Mobile,Gadgets,5.0,2895.0,14475,8
231,2023-08-19,1052,Chennai,Headphones,Electronics,4.0,720.0,2880,8
232,2023-08-20,1821,Delhi,Smartwatch,Gadgets,4.0,2135.0,8540,8
233,2023-08-21,1400,Delhi,Mobile,Electronics,7.0,3199.0,22393,8
234,2023-08-22,1598,Hyderabad,Laptop,Electronics,7.0,4992.0,34944,8
235,2023-08-23,1397,Mumbai,Smartwatch,Accessories,1.0,3533.0,3533,8
236,2023-08-24,1983,Delhi,Headphones,Accessories,4.0,4637.0,18548,8
237,2023-08-25,1028,Mumbai,Mobile,Electronics,1.0,3597.0,3597,8
238,2023-08-26,1428,Delhi,Mobile,Gadgets,7.0,1252.0,8764,8
239,2023-08-27,1258,Mumbai,Mobile,Gadgets,9.0,3872.0,34848,8
240,2023-08-28,1219,Bangalore,Tablet,Electronics,8.0,4940.0,39520,8
241,2023-08-29,1690,Bangalore,Smartwatch,Gadgets,9.0,3026.0,27234,8
242,2023-08-30,1766,Mumbai,Smartwatch,Accessories,4.0,2182.0,8728,8
243,2023-08-31,1480,Hyderabad,Laptop,Accessories,8.0,509.0,4072,8
244,2023-09-01,1000,Delhi,Tablet,Electronics,1.0,3098.0,3098,9
245,2023-09-02,1827,Bangalore,Headphones,Accessories,7.0,2764.0,19348,9
246,2023-09-03,1977,Delhi,Mobile,Electronics,1.0,3595.0,3595,9
247,2023-09-04,1888,Mumbai,Laptop,Accessories,6.0,1032.0,6192,9
248,2023-09-05,1444,Hyderabad,Tablet,Gadgets,4.0,3692.0,14768,9
249,2023-09-06,1627,Bangalore,Smartwatch,Electronics,7.0,1018.0,7126,9
250,2023-09-07,1611,Chennai,Smartwatch,Accessories,8.0,944.0,7552,9
251,2023-09-08,1222,Bangalore,Tablet,Gadgets,8.0,1484.0,11872,9
252,2023-09-09,1145,Hyderabad,Headphones,Electronics,6.0,3848.0,23088,9
253,2023-09-10,1953,Hyderabad,Mobile,Electronics,2.0,2835.0,5670,9
254,2023-09-11,1897,Bangalore,Smartwatch,Gadgets,3.0,3416.0,10248,9
255,2023-09-12,1175,Bangalore,Laptop,Accessories,6.0,248.0,1488,9
256,2023-09-13,1043,Delhi,Mobile,Electronics,7.0,4132.0,28924,9
257,2023-09-14,1588,Mumbai,Smartwatch,Accessories,8.0,902.0,7216,9
258,2023-09-15,1326,Chennai,Laptop,Gadgets,7.0,2045.0,14315,9
259,2023-09-16,1366,Hyderabad,Tablet,Electronics,5.0,638.0,3190,9
260,2023-09-17,1892,Chennai,Mobile,Accessories,4.0,801.0,3204,9
261,2023-09-18,1682,Bangalore,Tablet,Gadgets,4.0,1843.0,7372,9
262,2023-09-19,1364,Bangalore,Laptop,Electronics,5.0,4997.0,24985,9
263,2023-09-20,1644,Mumbai,Smartwatch,Electronics,6.0,1696.0,10176,9
264,2023-09-21,1663,Hyderabad,Smartwatch,Accessories,8.0,4543.0,36344,9
265,2023-09-22,1829,Hyderabad,Tablet,Gadgets,5.0,4144.0,20720,9
266,2023-09-23,1646,Hyderabad,Headphones,Accessories,2.0,4811.0,9622,9
267,2023-09-24,1181,Delhi,Tablet,Gadgets,7.0,2571.0,17997,9
268,2023-09-25,1446,Chennai,Mobile,Gadgets,5.0,2569.0,12845,9
269,2023-09-26,1988,Chennai,Smartwatch,Gadgets,5.0,3542.0,17710,9
270,2023-09-27,1008,Bangalore,Mobile,Electronics,1.0,237.0,237,9
271,2023-09-28,1558,Chennai,Smartwatch,Gadgets,7.0,1209.0,8463,9
272,2023-09-29,1845,Mumbai,Tablet,Electronics,1.0,3605.0,3605,9
273,2023-09-30,1127,Delhi,Tablet,Electronics,8.0,434.0,3472,9
274,2023-10-01,1881,Chennai,Tablet,Accessories,6.0,530.0,3180,10
275,2023-10-02,1899,Mumbai,Tablet,Gadgets,5.0,4170.0,20850,10
276,2023-10-03,1287,Bangalore,Tablet,Gadgets,9.0,2655.0,23895,10
277,2023-10-04,1133,Bangalore,Smartwatch,Electronics,2.0,3929.0,7858,10
278,2023-10-05,1686,Chennai,Laptop,Gadgets,1.0,3351.0,3351,10
279,2023-10-06,1692,Hyderabad,Mobile,Electronics,7.0,816.0,5712,10
280,2023-10-07,1463,Delhi,Mobile,Gadgets,2.0,336.0,672,10
281,2023-10-08,1659,Bangalore,Mobile,Accessories,5.0,1989.0,9945,10
282,2023-10-09,1669,Chennai,Laptop,Gadgets,6.0,1156.0,6936,10
283,2023-10-10,1130,Delhi,Mobile,Electronics,4.0,3248.0,12992,10
284,2023-10-11,1509,Delhi,Laptop,Electronics,5.0,3870.0,19350,10
285,2023-10-12,1173,Delhi,Headphones,Electronics,4.0,3463.0,13852,10
286,2023-10-13,1367,Chennai,Tablet,Gadgets,9.0,647.0,5823,10
287,2023-10-14,1364,Chennai,Mobile,Electronics,5.0,1556.0,7780,10
288,2023-10-15,1909,Delhi,Mobile,Gadgets,1.0,3413.0,3413,10
289,2023-10-16,1497,Mumbai,Smartwatch,Gadgets,8.0,4853.0,38824,10
290,2023-10-17,1329,Delhi,Headphones,Accessories,3.0,3253.0,9759,10
291,2023-10-18,1151,Bangalore,Tablet,Electronics,4.0,1322.0,5288,10
292,2023-10-19,1606,Mumbai,Headphones,Gadgets,6.0,1729.0,10374,10
293,2023-10-20,1828,Delhi,Tablet,Accessories,7.0,380.0,2660,10
294,2023-10-21,1919,Chennai,Smartwatch,Electronics,7.0,2381.0,16667,10
295,2023-10-22,1660,Bangalore,Mobile,Accessories,3.0,870.0,2610,10
296,2023-10-23,1923,Hyderabad,Headphones,Electronics,3.0,338.0,1014,10
297,2023-10-24,1627,Hyderabad,Tablet,Gadgets,5.0,4949.0,24745,10
298,2023-10-25,1019,Bangalore,Headphones,Accessories,4.0,3953.0,15812,10
299,2023-10-26,1441,Delhi,Headphones,Electronics,4.0,3626.0,14504,10
300,2023-10-27,1597,Delhi,Laptop,Gadgets,1.0,3889.0,3889,10
301,2023-10-28,1579,Delhi,Tablet,Accessories,4.0,4770.0,19080,10
302,2023-10-29,1548,Delhi,Headphones,Electronics,3.0,1901.0,5703,10
303,2023-10-30,1795,Mumbai,Tablet,Electronics,3.0,1323.0,3969,10
304,2023-10-31,1541,Mumbai,Smartwatch,Gadgets,6.0,2769.0,16614,10
305,2023-11-01,1022,Delhi,Headphones,Electronics,1.0,2334.0,2334,11
306,2023-11-02,1264,Bangalore,Smartwatch,Accessories,5.0,4837.0,24185,11
307,2023-11-03,1195,Bangalore,Mobile,Electronics,5.0,1072.0,5360,11
308,2023-11-04,1839,Chennai,Headphones,Gadgets,9.0,2942.0,26478,11
309,2023-11-05,1011,Delhi,Tablet,Gadgets,7.0,1634.0,11438,11
310,2023-11-06,1622,Bangalore,Smartwatch,Accessories,5.0,969.0,4845,11
311,2023-11-07,1982,Hyderabad,Headphones,Accessories,8.0,1885.0,15080,11
312,2023-11-08,1818,Delhi,Laptop,Accessories,3.0,3555.0,10665,11
313,2023-11-09,1582,Mumbai,Tablet,Accessories,8.0,4887.0,39096,11
314,2023-11-10,1577,Chennai,Tablet,Gadgets,4.0,1954.0,7816,11
315,2023-11-11,1275,Delhi,Tablet,Accessories,9.0,4170.0,37530,11
316,2023-11-12,1195,Chennai,Mobile,Gadgets,8.0,3442.0,27536,11
317,2023-11-13,1586,Bangalore,Laptop,Gadgets,2.0,2081.0,4162,11
318,2023-11-14,1002,Delhi,Headphones,Electronics,8.0,2557.0,20456,11
319,2023-11-15,1467,Mumbai,Smartwatch,Electronics,5.0,994.0,4970,11
320,2023-11-16,1912,Hyderabad,Tablet,Electronics,1.0,3746.0,3746,11
321,2023-11-17,1766,Chennai,Laptop,Accessories,2.0,2350.0,4700,11
322,2023-11-18,1336,Hyderabad,Mobile,Accessories,3.0,2663.0,7989,11
323,2023-11-19,1310,Hyderabad,Mobile,Gadgets,4.0,441.0,1764,11
324,2023-11-20,1204,Hyderabad,Tablet,Electronics,6.0,3241.0,19446,11
325,2023-11-21,1879,Chennai,Headphones,Electronics,4.0,2256.0,9024,11
326,2023-11-22,1981,Hyderabad,Mobile,Gadgets,5.0,2437.0,12185,11
327,2023-11-23,1923,Bangalore,Laptop,Gadgets,5.0,3303.0,16515,11
328,2023-11-24,1838,Hyderabad,Tablet,Electronics,5.0,2767.0,13835,11
329,2023-11-25,1131,Hyderabad,Headphones,Gadgets,1.0,718.0,718,11
