Order ID,Order Date,Customer ID,City,Product,Category,Quantity,Price,Revenue
95,2023-04-05,1960,Delhi,Smartwatch,Gadgets,1.0,3964.0,3964
96,2023-04-06,1292,Chennai,Tablet,Electronics,4.0,951.0,3804
97,2023-04-07,1345,Bangalore,Laptop,Gadgets,7.0,1127.0,7889
98,2023-04-08,1698,Delhi,Headphones,Electronics,2.0,1168.0,2336
99,2023-04-09,1706,Chennai,Laptop,Gadgets,6.0,1851.0,11106
100,2023-04-10,1103,Chennai,Headphones,Gadgets,8.0,2291.0,18328
101,2023-04-11,1806,Mumbai,Laptop,Accessories,3.0,1955.0,5865
102,2023-04-12,1376,Mumbai,Laptop,Electronics,6.0,583.0,3498
103,2023-04-13,1901,Hyderabad,Laptop,Electronics,4.0,4036.0,16144
104,2023-04-14,1391,Mumbai,Mobile,Gadgets,2.0,4556.0,9112
105,2023-04-15,1726,Hyderabad,Headphones,Electronics,8.0,2171.0,17368
106,2023-04-16,1344,Mumbai,Mobile,Accessories,3.0,2077.0,6231
107,2023-04-17,1398,Chennai,Smartwatch,Accessories,9.0,2464.0,22176
108,2023-04-18,1808,Delhi,Tablet,Electronics,6.0,1881.0,11286
109,2023-04-19,1626,Chennai,Mobile,Gadgets,6.0,1160.0,6960
110,2023-04-20,1751,Delhi,Smartwatch,Accessories,8.0,2351.0,18808
111,2023-04-21,1307,Bangalore,Headphones,Electronics,7.0,3043.0,21301
112,2023-04-22,1511,Chennai,Tablet,Accessories,9.0,1196.0,10764
113,2023-04-23,1875,Hyderabad,Laptop,Accessories,4.0,2465.0,9860
114,2023-04-24,1798,Chennai,Tablet,Electronics,2.0,2496.0,4992
115,2023-04-25,1043,Chennai,Mobile,Electronics,6.0,3558.0,21348
116,2023-04-26,1544,Bangalore,Mobile,Accessories,3.0,153.0,459
117,2023-04-27,1829,Bangalore,Tablet,Electronics,2.0,3970.0,7940
118,2023-04-28,1829,Hyderabad,Laptop,Accessories,1.0,1551.0,1551
119,2023-04-29,1510,Chennai,Laptop,Gadgets,1.0,4113.0,4113
120,2023-04-30,1394,Mumbai,Headphones,Gadgets,2.0,3853.0,7706
121,2023-05-01,1447,Hyderabad,Headphones,Gadgets,8.0,2410.0,19280
122,2023-05-02,1714,Mumbai,Mobile,Accessories,8.0,3568.0,28544
123,2023-05-03,1553,Mumbai,Laptop,Accessories,3.0,4297.0,12891
124,2023-05-04,1038,Bangalore,Smartwatch,Gadgets,3.0,207.0,621
125,2023-05-05,1486,Chennai,Headphones,Electronics,8.0,3787.0,30296
126,2023-05-06,1297,Hyderabad,Headphones,Gadgets,5.0,2628.0,13140
127,2023-05-07,1501,Hyderabad,Smartwatch,Accessories,8.0,4635.0,37080
128,2023-05-08,1031,Delhi,Laptop,Accessories,6.0,2937.0,17622
129,2023-05-09,1201,Chennai,Mobile,Accessories,2.0,4322.0,8644
130,2023-05-10,1413,Hyderabad,Smartwatch,Gadgets,2.0,4559.0,9118
131,2023-05-11,1200,Mumbai,Tablet,Electronics,4.0,3036.0,12144
132,2023-05-12,1509,Chennai,Mobile,Electronics,2.0,245.0,490
133,2023-05-13,1373,Bangalore,Headphones,Electronics,8.0,1976.0,15808
134,2023-05-14,1376,Mumbai,Mobile,Electronics,4.0,4769.0,19076
135,2023-05-15,1324,Delhi,Headphones,Gadgets,4.0,3914.0,15656
136,2023-05-16,1458,Chennai,Tablet,Electronics,4.0,3904.0,15616
137,2023-05-17,1319,Delhi,Tablet,Accessories,8.0,3445.0,27560
138,2023-05-18,1162,Mumbai,Tablet,Electronics,1.0,1170.0,1170
139,2023-05-19,1745,Delhi,Headphones,Accessories,9.0,1668.0,15012
140,2023-05-20,1513,Delhi,Laptop,Accessories,2.0,2845.0,5690
141,2023-05-21,1504,Bangalore,Tablet,Electronics,7.0,4459.0,31213
142,2023-05-22,1378,Chennai,Headphones,Accessories,3.0,3502.0,10506
143,2023-05-23,1483,Delhi,Smartwatch,Electronics,2.0,450.0,900
144,2023-05-24,1446,Chennai,Laptop,Accessories,6.0,252.0,1512
145,2023-05-25,1541,Hyderabad,Mobile,Accessories,3.0,4821.0,14463
146,2023-05-26,1476,Delhi,Mobile,Accessories,1.0,3698.0,3698
147,2023-05-27,1131,Mumbai,Headphones,Electronics,8.0,2163.0,17304
148,2023-05-28,1094,Bangalore,Laptop,Gadgets,4.0,3174.0,12696
149,2023-05-29,1131,Hyderabad,Tablet,Gadgets,9.0,158.0,1422
150,2023-05-30,1659,Chennai,Laptop,Accessories,1.0,1612.0,1612
151,2023-05-31,1498,Bangalore,Headphones,Accessories,3.0,4061.0,12183
152,2023-06-01,1454,Mumbai,Tablet,Electronics,5.0,267.0,1335
153,2023-06-02,1952,Mumbai,Laptop,Electronics,2.0,285.0,570
154,2023-06-03,1775,Delhi,Laptop,Electronics,5.0,4427.0,22135
155,2023-06-04,1044,Mumbai,Tablet,Gadgets,9.0,4531.0,40779
156,2023-06-05,1053,Chennai,Mobile,Electronics,5.0,2901.0,14505
157,2023-06-06,1217,Hyderabad,Headphones,Accessories,9.0,234.0,2106
158,2023-06-07,1624,Bangalore,Headphones,Gadgets,1.0,2213.0,2213
159,2023-06-08,1807,Hyderabad,Smartwatch,Accessories,7.0,1369.0,9583
160,2023-06-09,1841,Hyderabad,Smartwatch,Gadgets,8.0,541.0,4328
161,2023-06-10,1243,Bangalore,Smartwatch,Electronics,4.0,443.0,1772
162,2023-06-11,1310,Bangalore,Laptop,Electronics,8.0,1721.0,13768
163,2023-06-12,1331,Bangalore,Smartwatch,Gadgets,9.0,4422.0,39798
164,2023-06-13,1750,Mumbai,Mobile,Accessories,2.0,187.0,374
165,2023-06-14,1603,Delhi,Tablet,Accessories,1.0,827.0,827
166,2023-06-15,1530,Delhi,Smartwatch,Gadgets,3.0,4968.0,14904
167,2023-06-16,1766,Delhi,Laptop,Electronics,3.0,2350.0,7050
168,2023-06-17,1212,Chennai,Smartwatch,Gadgets,6.0,554.0,3324
169,2023-06-18,1580,Bangalore,Headphones,Gadgets,5.0,554.0,2770
170,2023-06-19,1810,Chennai,Smartwatch,Electronics,2.0,1774.0,3548
171,2023-06-20,1390,Mumbai,Smartwatch,Gadgets,1.0,914.0,914
172,2023-06-21,1882,Hyderabad,Laptop,Accessories,4.0,107.0,428
173,2023-06-22,1860,Delhi,Headphones,Electronics,3.0,4429.0,13287
174,2023-06-23,1424,Delhi,Headphones,Electronics,3.0,2308.0,6924
175,2023-06-24,1534,Mumbai,Smartwatch,Electronics,9.0,1786.0,16074
176,2023-06-25,1808,Chennai,Laptop,Electronics,2.0,4726.0,9452
177,2023-06-26,1690,Chennai,Smartwatch,Gadgets,1.0,3654.0,3654
178,2023-06-27,1915,Hyderabad,Mobile,Accessories,2.0,2941.0,5882
179,2023-06-28,1098,Delhi,Laptop,Accessories,6.0,1894.0,11364
180,2023-06-29,1613,Hyderabad,Laptop,Accessories,4.0,3435.0,13740
181,2023-06-30,1374,Mumbai,Laptop,Electronics,6.0,3453.0,20718
182,2023-07-01,1460,Delhi,Tablet,Electronics,9.0,1925.0,17325
183,2023-07-02,1027,Mumbai,Smartwatch,Electronics,9.0,4246.0,38214
184,2023-07-03,1746,Chennai,Smartwatch,Accessories,6.0,4335.0,26010
185,2023-07-04,1801,Hyderabad,Smartwatch,Accessories,7.0,3402.0,23814
186,2023-07-05,1815,Chennai,Laptop,Gadgets,9.0,1216.0,10944
187,2023-07-06,1401,Hyderabad,Headphones,Electronics,2.0,368.0,736
188,2023-07-07,1814,Mumbai,Smartwatch,Electronics,9.0,3597.0,32373
189,2023-07-08,1427,Bangalore,Mobile,Electronics,8.0,509.0,4072
190,2023-07-09,1342,Chennai,Smartwatch,Accessories,4.0,1676.0,6704
191,2023-07-10,1907,Mumbai,Tablet,Gadgets,1.0,1719.0,1719
192,2023-07-11,1471,Delhi,Smartwatch,Gadgets,5.0,1453.0,7265
193,2023-07-12,1716,Bangalore,Smartwatch,Gadgets,8.0,2585.0,20680
194,2023-07-13,1762,Chennai,Tablet,Accessories,5.0,1196.0,5980
195,2023-07-14,1705,Bangalore,Smartwatch,Electronics,7.0,3404.0,23828
196,2023-07-15,1194,Delhi,Headphones,Gadgets,8.0,3550.0,28400
197,2023-07-16,1266,Delhi,Headphones,Electronics,4.0,4101.0,16404
198,2023-07-17,1796,Bangalore,Headphones,Accessories,2.0,326.0,652
199,2023-07-18,1592,Chennai,Smartwatch,Accessories,2.0,610.0,1220
200,2023-07-19,1474,Bangalore,Tablet,Accessories,4.0,4549.0,18196
201,2023-07-20,1042,Bangalore,Tablet,Accessories,2.0,4688.0,9376
202,2023-07-21,1412,Delhi,Mobile,Electronics,9.0,523.0,4707
203,2023-07-22,1819,Chennai,Laptop,Electronics,8.0,2676.0,21408
204,2023-07-23,1566,Chennai,Laptop,Electronics,4.0,3219.0,12876
205,2023-07-24,1653,Bangalore,Headphones,Gadgets,3.0,695.0,2085
206,2023-07-25,1019,Bangalore,Headphones,Accessories,5.0,1983.0,9915
207,2023-07-26,1277,Delhi,Laptop,Gadgets,4.0,398.0,1592
208,2023-07-27,1051,Chennai,Laptop,Accessories,1.0,1378.0,1378
209,2023-07-28,1031,Hyderabad,Headphones,Gadgets,5.0,2355.0,11775
210,2023-07-29,1092,Bangalore,Laptop,Gadgets,1.0,3567.0,3567
211,2023-07-30,1610,Mumbai,Tablet,Electronics,1.0,2674.0,2674
212,2023-07-31,1619,Chennai,Tablet,Gadgets,7.0,2005.0,14035
213,2023-08-01,1853,Mumbai,Mobile,Gadgets,1.0,3588.0,3588
214,2023-08-02,1160,Bangalore,Smartwatch,Electronics,5.0,4289.0,21445
215,2023-08-03,1191,Hyderabad,Headphones,Accessories,4.0,1238.0,4952
216,2023-08-04,1099,Hyderabad,Laptop,Gadgets,5.0,4249.0,21245
217,2023-08-05,1594,Mumbai,Laptop,Electronics,6.0,4148.0,24888
218,2023-08-06,1407,Mumbai,Laptop,Electronics,4.0,2801.0,11204
219,2023-08-07,1919,Bangalore,Smartwatch,Gadgets,5.0,4969.0,24845
220,2023-08-08,1639,Bangalore,Smartwatch,Accessories,8.0,4289.0,34312
221,2023-08-09,1519,Delhi,Tablet,Accessories,1.0,3315.0,3315
222,2023-08-10,1692,Bangalore,Mobile,Electronics,2.0,1896.0,3792
223,2023-08-11,1338,Chennai,Laptop,Electronics,9.0,3820.0,34380
224,2023-08-12,1580,Chennai,Smartwatch,Accessories,4.0,3392.0,13568
225,2023-08-13,1571,Chennai,Laptop,Electronics,5.0,1819.0,9095
226,2023-08-14,1968,Mumbai,Tablet,Electronics,3.0,561.0,1683
227,2023-08-15,1412,Delhi,Laptop,Gadgets,2.0,3627.0,7254
228,2023-08-16,1735,Delhi,Headphones,Accessories,2.0,3699.0,7398
229,2023-08-17,1323,Delhi,Tablet,Accessories,1.0,2489.0,2489
230,2023-08-18,1954,Delhi,Mobile,Electronics,7.0,3247.0,22729
231,2023-08-19,1340,Mumbai,Headphones,Gadgets,2.0,2738.0,5476
232,2023-08-20,1585,Chennai,Smartwatch,Electronics,6.0,3708.0,22248
233,2023-08-21,1111,Chennai,Laptop,Electronics,4.0,551.0,2204
234,2023-08-22,1253,Bangalore,Laptop,Accessories,4.0,4281.0,17124
235,2023-08-23,1467,Bangalore,Laptop,Electronics,6.0,1404.0,8424
236,2023-08-24,1963,Delhi,Tablet,Gadgets,5.0,2165.0,10825
237,2023-08-25,1194,Hyderabad,Smartwatch,Accessories,6.0,1560.0,9360
238,2023-08-26,1378,Hyderabad,Mobile,Gadgets,8.0,3678.0,29424
239,2023-08-27,1874,Delhi,Headphones,Electronics,3.0,1931.0,5793
240,2023-08-28,1608,Mumbai,Smartwatch,Gadgets,3.0,3680.0,11040
241,2023-08-29,1268,Mumbai,Tablet,Gadgets,7.0,2088.0,14616
242,2023-08-30,1536,Bangalore,Smartwatch,Accessories,3.0,4113.0,12339
243,2023-08-31,1554,Hyderabad,Laptop,Gadgets,1.0,1788.0,1788
244,2023-09-01,1747,Chennai,Tablet,Gadgets,4.0,1509.0,6036
245,2023-09-02,1380,Mumbai,Smartwatch,Gadgets,4.0,1374.0,5496
246,2023-09-03,1090,Delhi,Mobile,Accessories,9.0,829.0,7461
247,2023-09-04,1758,Bangalore,Mobile,Electronics,6.0,143.0,858
248,2023-09-05,1200,Chennai,Laptop,Accessories,1.0,2186.0,2186
249,2023-09-06,1295,Chennai,Smartwatch,Accessories,1.0,1260.0,1260
250,2023-09-07,1207,Chennai,Mobile,Gadgets,9.0,2965.0,26685
251,2023-09-08,1152,Chennai,Mobile,Electronics,3.0,2139.0,6417
252,2023-09-09,1743,Bangalore,Laptop,Gadgets,5.0,3412.0,17060
253,2023-09-10,1537,Bangalore,Headphones,Gadgets,4.0,2841.0,11364
254,2023-09-11,1749,Bangalore,Mobile,Gadgets,6.0,289.0,1734
255,2023-09-12,1625,Delhi,Smartwatch,Accessories,9.0,4007.0,36063
256,2023-09-13,1751,Bangalore,Mobile,Electronics,9.0,3888.0,34992
257,2023-09-14,1535,Mumbai,Laptop,Accessories,5.0,3962.0,19810
258,2023-09-15,1685,Bangalore,Headphones,Electronics,3.0,548.0,1644
259,2023-09-16,1664,Chennai,Mobile,Gadgets,3.0,435.0,1305
260,2023-09-17,1799,Bangalore,Mobile,Gadgets,5.0,1690.0,8450
261,2023-09-18,1318,Delhi,Mobile,Electronics,2.0,2600.0,5200
262,2023-09-19,1446,Bangalore,Laptop,Electronics,8.0,1043.0,8344
263,2023-09-20,1114,Delhi,Laptop,Electronics,8.0,3890.0,31120
264,2023-09-21,1119,Delhi,Smartwatch,Electronics,3.0,2560.0,7680
265,2023-09-22,1984,Bangalore,Mobile,Gadgets,2.0,903.0,1806
266,2023-09-23,1711,Bangalore,Headphones,Accessories,1.0,3387.0,3387
267,2023-09-24,1492,Mumbai,Tablet,Electronics,2.0,1554.0,3108
268,2023-09-25,1055,Bangalore,Mobile,Gadgets,9.0,2350.0,21150
269,2023-09-26,1330,Mumbai,Laptop,Gadgets,7.0,3089.0,21623
270,2023-09-27,1357,Hyderabad,Tablet,Electronics,1.0,785.0,785
271,2023-09-28,1442,Delhi,Mobile,Electronics,8.0,4008.0,32064
272,2023-09-29,1441,Hyderabad,Smartwatch,Electronics,7.0,3895.0,27265
273,2023-09-30,1516,Delhi,Mobile,Accessories,4.0,4257.0,17028
274,2023-10-01,1062,Mumbai,Headphones,Accessories,1.0,749.0,749
275,2023-10-02,1291,Chennai,Tablet,Electronics,9.0,4934.0,44406
276,2023-10-03,1064,Chennai,Headphones,Gadgets,1.0,2820.0,2820
277,2023-10-04,1366,Chennai,Mobile,Accessories,9.0,3204.0,28836
278,2023-10-05,1859,Hyderabad,Mobile,Electronics,1.0,292.0,292
279,2023-10-06,1071,Mumbai,Mobile,Electronics,5.0,2505.0,12525
280,2023-10-07,1957,Mumbai,Headphones,Accessories,6.0,3637.0,21822
281,2023-10-08,1645,Mumbai,Smartwatch,Gadgets,4.0,4849.0,19396
282,2023-10-09,1582,Hyderabad,Tablet,Gadgets,6.0,2322.0,13932
283,2023-10-10,1381,Chennai,Headphones,Accessories,8.0,4601.0,36808
284,2023-10-11,1514,Hyderabad,Mobile,Electronics,3.0,4291.0,12873
285,2023-10-12,1538,Bangalore,Laptop,Accessories,1.0,3742.0,3742
286,2023-10-13,1789,Mumbai,Mobile,Gadgets,6.0,3060.0,18360
287,2023-10-14,1154,Chennai,Laptop,Electronics,9.0,4951.0,44559
288,2023-10-15,1918,Bangalore,Headphones,Electronics,5.0,1557.0,7785
289,2023-10-16,1396,Delhi,Mobile,Electronics,9.0,4485.0,40365
290,2023-10-17,1923,Hyderabad,Smartwatch,Electronics,6.0,3665.0,21990
291,2023-10-18,1876,Chennai,Tablet,Electronics,5.0,154.0,770
292,2023-10-19,1531,Bangalore,Smartwatch,Electronics,2.0,2648.0,5296
293,2023-10-20,1052,Mumbai,Headphones,Gadgets,9.0,4417.0,39753
294,2023-10-21,1433,Mumbai,Laptop,Electronics,6.0,815.0,4890
295,2023-10-22,1994,Hyderabad,Tablet,Gadgets,5.0,2424.0,12120
296,2023-10-23,1166,Chennai,Tablet,Accessories,7.0,1387.0,9709
297,2023-10-24,1603,Hyderabad,Smartwatch,Electronics,4.0,2848.0,11392
298,2023-10-25,1896,Delhi,Smartwatch,Gadgets,1.0,1152.0,1152
299,2023-10-26,1470,Hyderabad,Tablet,Electronics,8.0,2820.0,22560
300,2023-10-27,1170,Hyderabad,Tablet,Gadgets,6.0,4039.0,24234
301,2023-10-28,1754,Mumbai,Mobile,Accessories,8.0,2333.0,18664
302,2023-10-29,1096,Chennai,Laptop,Gadgets,6.0,4288.0,25728
303,2023-10-30,1852,Bangalore,Mobile,Accessories,6.0,1234.0,7404
304,2023-10-31,1299,Hyderabad,Smartwatch,Electronics,8.0,1586.0,12688
305,2023-11-01,1844,Hyderabad,Mobile,Accessories,3.0,235.0,705
306,2023-11-02,1584,Chennai,Mobile,Gadgets,2.0,2495.0,4990
307,2023-11-03,1610,Hyderabad,Headphones,Accessories,5.0,4891.0,24455
308,2023-11-04,1976,Bangalore,Smartwatch,Accessories,1.0,4941.0,4941
309,2023-11-05,1442,Bangalore,Mobile,Electronics,1.0,1977.0,1977
310,2023-11-06,1486,Chennai,Mobile,Electronics,3.0,3546.0,10638
311,2023-11-07,1627,Chennai,Headphones,Electronics,3.0,1120.0,3360
312,2023-11-08,1827,Chennai,Mobile,Accessories,9.0,3969.0,35721
313,2023-11-09,1030,Delhi,Laptop,Gadgets,3.0,2191.0,6573
314,2023-11-10,1326,Bangalore,Smartwatch,Accessories,5.0,1172.0,5860
315,2023-11-11,1993,Chennai,Smartwatch,Electronics,1.0,3580.0,3580
316,2023-11-12,1094,Chennai,Smartwatch,Gadgets,7.0,4594.0,32158
317,2023-11-13,1560,Chennai,Laptop,Gadgets,4.0,3859.0,15436
318,2023-11-14,1393,Chennai,Laptop,Gadgets,1.0,1904.0,1904
319,2023-11-15,1750,Chennai,Mobile,Accessories,2.0,1280.0,2560
320,2023-11-16,1814,Bangalore,Tablet,Gadgets,7.0,4413.0,30891
321,2023-11-17,1687,Mumbai,Mobile,Electronics,5.0,3403.0,17015
322,2023-11-18,1200,Bangalore,Headphones,Accessories,1.0,2844.0,2844
323,2023-11-19,1300,Mumbai,Smartwatch,Electronics,6.0,1129.0,6774
324,2023-11-20,1725,Chennai,Mobile,Electronics,2.0,1324.0,2648
325,2023-11-21,1751,Mumbai,Tablet,Gadgets,4.0,3009.0,12036
326,2023-11-22,1553,Hyderabad,Smartwatch,Electronics,5.0,1744.0,8720
327,2023-11-23,1782,Chennai,Laptop,Gadgets,2.0,3641.0,7282
328,2023-11-24,1088,Hyderabad,Smartwatch,Electronics,8.0,3688.0,29504
329,2023-11-25,1555,Hyderabad,Laptop,Gadgets,5.0,3532.0,17660
330,2023-11-26,1104,Mumbai,Smartwatch,Electronics,5.0,3049.0,15245
331,2023-11-27,1866,Bangalore,Headphones,Gadgets,1.0,517.0,517
332,2023-11-28,1931,Mumbai,Smartwatch,Gadgets,2.0,4054.0,8108
333,2023-11-29,1529,Hyderabad,Mobile,Accessories,2.0,2651.0,5302
334,2023-11-30,1795,Mumbai,Tablet,Gadgets,3.0,701.0,2103
335,2023-12-01,1828,Chennai,Headphones,Gadgets,3.0,1714.0,5142
336,2023-12-02,1077,Delhi,Laptop,Electronics,9.0,3223.0,29007
337,2023-12-03,1044,Mumbai,Mobile,Gadgets,7.0,2790.0,19530
338,2023-12-04,1396,Mumbai,Laptop,Accessories,6.0,4533.0,27198
339,2023-12-05,1148,Delhi,Mobile,Gadgets,4.0,1246.0,4984
340,2023-12-06,1715,Bangalore,Smartwatch,Electronics,1.0,2814.0,2814
341,2023-12-07,1190,Hyderabad,Mobile,Gadgets,8.0,2910.0,23280
342,2023-12-08,1130,Chennai,Smartwatch,Gadgets,9.0,1585.0,14265
343,2023-12-09,1404,Bangalore,Tablet,Gadgets,8.0,1021.0,8168
344,2023-12-10,1179,Hyderabad,Smartwatch,Gadgets,3.0,1568.0,4704
345,2023-12-11,1431,Hyderabad,Mobile,Accessories,9.0,2855.0,25695
